epoch,accuracy,loss,val_accuracy,val_loss
0,0.5231249928474426,0.695088267326355,0.5099999904632568,0.6886782050132751
1,0.5174999833106995,0.6937354803085327,0.5425000190734863,0.6859174966812134
2,0.5137500166893005,0.6939511299133301,0.5550000071525574,0.6830824017524719
3,0.5224999785423279,0.6896207928657532,0.5475000143051147,0.6811623573303223
4,0.5231249928474426,0.686540424823761,0.5575000047683716,0.6798725724220276
5,0.5318750143051147,0.6847120523452759,0.5550000071525574,0.6779124736785889
6,0.5412499904632568,0.6828259229660034,0.5450000166893005,0.6764986515045166
7,0.5237500071525574,0.6859718561172485,0.5600000023841858,0.6754119396209717
8,0.5456249713897705,0.6770967841148376,0.5625,0.6741548180580139
9,0.5356249809265137,0.6799201965332031,0.5575000047683716,0.6732401847839355
10,0.5412499904632568,0.6801073551177979,0.5674999952316284,0.6719837188720703
11,0.5325000286102295,0.6810490489006042,0.5649999976158142,0.6705263257026672
12,0.5318750143051147,0.6777409911155701,0.5550000071525574,0.6692959666252136
13,0.5356249809265137,0.6772847771644592,0.550000011920929,0.6680433750152588
14,0.5368750095367432,0.6770455241203308,0.5575000047683716,0.6672482490539551
15,0.5450000166893005,0.675640881061554,0.5699999928474426,0.6657686829566956
16,0.5393750071525574,0.6753605604171753,0.5575000047683716,0.6651597619056702
17,0.5543749928474426,0.6735333800315857,0.5649999976158142,0.6645393967628479
18,0.5612499713897705,0.6700727343559265,0.5674999952316284,0.6631518602371216
19,0.5674999952316284,0.6676945686340332,0.5575000047683716,0.6607962846755981
20,0.5625,0.6645596027374268,0.5550000071525574,0.6590088605880737
21,0.5681250095367432,0.6651709079742432,0.5600000023841858,0.6582093238830566
22,0.5537499785423279,0.6654766798019409,0.5525000095367432,0.6551968455314636
23,0.5787500143051147,0.6590875387191772,0.5649999976158142,0.6543086171150208
24,0.5699999928474426,0.6597036719322205,0.5649999976158142,0.6501001119613647
25,0.550000011920929,0.6671096086502075,0.5699999928474426,0.6484009623527527
26,0.5693749785423279,0.6584751009941101,0.5824999809265137,0.6451902985572815
27,0.5712500214576721,0.6557407975196838,0.5874999761581421,0.6428170204162598
